Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,FUR-FU-10001706,6.16,2,0.0,2.9568
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,FUR-CH-10003061,89.99,1,0.0,17.098099999999988
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,OFF-FA-10000304,15.260000000000002,7,0.0,6.256600000000001
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,TEC-PH-10002447,1029.95,5,0.0,298.6855
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-ST-10000604,208.56,6,0.0,52.139999999999986
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-PA-10001569,32.400000000000006,5,0.0,15.552000000000001
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,FUR-CH-10003968,319.41,5,0.1,7.098000000000006
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-PA-10000587,14.56,2,0.0,6.9888
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,TEC-AC-10002167,30.0,2,0.0,3.3000000000000007
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-BI-10001460,48.480000000000004,4,0.2,16.362
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-AR-10001868,1.68,1,0.0,0.84
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,TEC-AC-10004633,13.98,2,0.0,6.151200000000001
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,OFF-BI-10001078,25.824,6,0.2,9.3612
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,OFF-PA-10003892,146.73,3,0.0,68.9631
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,FUR-FU-10000397,79.76,4,0.0,22.332800000000006
US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,FUR-CH-10001146,213.11499999999998,5,0.3,-15.22250000000001
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,OFF-AR-10002671,1113.0240000000001,8,0.2,111.30239999999998
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,TEC-PH-10002726,167.96800000000002,4,0.2,62.988
CA-2016-119823,2016-06-04,2016-06-06,First Class,KD-16270,OFF-PA-10000482,75.88,2,0.0,35.663599999999995
CA-2016-106075,2016-09-18,2016-09-23,Standard Class,HM-14980,OFF-BI-10004654,4.616,1,0.2,1.7309999999999999
CA-2017-114440,2017-09-14,2017-09-17,Second Class,TB-21520,OFF-PA-10004675,19.049999999999997,3,0.0,8.763
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,FUR-CH-10000513,831.9360000000001,8,0.2,-114.39120000000003
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,FUR-FU-10003708,97.04,2,0.2,1.2129999999999974
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,OFF-ST-10004123,72.784,1,0.2,-18.196
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,OFF-BI-10004182,1.2479999999999998,3,0.8,-1.9344000000000006
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,FUR-FU-10000260,9.708,3,0.6,-5.8248000000000015
US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,OFF-ST-10000615,27.240000000000002,3,0.2,2.724000000000002
US-2014-147606,2014-11-26,2014-12-01,Second Class,JE-15745,FUR-FU-10003194,19.3,5,0.6,-14.475000000000001
CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,OFF-AP-10002118,208.16,1,0.0,56.20320000000001
CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,OFF-BI-10002309,16.740000000000002,3,0.0,8.0352
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,OFF-AR-10002053,14.9,5,0.0,4.172000000000001
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,OFF-ST-10002370,21.39,1,0.0,6.203099999999999
CA-2015-149734,2015-09-03,2015-09-08,Standard Class,JC-16105,OFF-EN-10000927,200.98400000000004,7,0.2,62.807499999999976
US-2017-119662,2017-11-13,2017-11-16,First Class,CS-12400,OFF-ST-10003656,230.376,3,0.2,-48.9549
CA-2017-140088,2017-05-28,2017-05-30,Second Class,PO-18865,FUR-CH-10000863,301.96,2,0.0,33.215599999999995
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,TEC-AC-10001998,19.99,1,0.0,6.796599999999998
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,OFF-LA-10000134,6.16,2,0.0,2.9568
CA-2016-159695,2016-04-05,2016-04-10,Second Class,GM-14455,OFF-ST-10003442,158.36800000000002,7,0.2,13.857199999999999
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,OFF-AR-10004930,20.1,3,0.0,6.632999999999998
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,TEC-PH-10004093,73.584,2,0.2,8.278199999999998
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,OFF-PA-10000304,6.48,1,0.0,3.1104000000000003
CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,OFF-PA-10003177,12.96,2,0.0,6.2208000000000006
CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,FUR-FU-10003799,53.34,3,0.0,16.535399999999996
CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,OFF-BI-10002852,32.96,2,0.0,16.1504
US-2017-109484,2017-11-06,2017-11-12,Standard Class,RB-19705,OFF-BI-10004738,5.682000000000001,1,0.7,-3.7880000000000003
CA-2017-161018,2017-11-09,2017-11-11,Second Class,PN-18775,FUR-FU-10000629,96.53,7,0.0,40.5426
CA-2017-157833,2017-06-17,2017-06-20,First Class,KD-16345,OFF-BI-10001721,51.312,3,0.2,17.9592
CA-2016-149223,2016-09-06,2016-09-11,Standard Class,ER-13855,OFF-AP-10000358,77.88,6,0.0,22.585199999999993
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,OFF-PA-10003256,64.624,7,0.2,22.618399999999994
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,TEC-AC-10001767,95.97600000000001,3,0.2,-10.79730000000001
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,OFF-BI-10002609,1.7879999999999996,3,0.8,-3.0396
CA-2016-129903,2016-12-01,2016-12-04,Second Class,GZ-14470,OFF-PA-10004040,23.92,4,0.0,11.7208
US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,TEC-AC-10001552,238.89600000000002,6,0.2,-26.875800000000012
US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,FUR-FU-10004006,102.35999999999999,3,0.2,-3.8385000000000105
US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,OFF-BI-10002794,36.882000000000005,3,0.7,-25.8174
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,TEC-AC-10003499,74.11200000000001,8,0.2,17.6016
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,TEC-PH-10002844,27.992000000000004,1,0.2,2.0993999999999993
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,OFF-AR-10000390,3.3040000000000003,1,0.2,1.0737999999999999
CA-2015-129476,2015-10-15,2015-10-20,Standard Class,PA-19060,TEC-AC-10000844,339.96000000000004,5,0.2,67.99199999999996
CA-2017-146780,2017-12-25,2017-12-30,Standard Class,CV-12805,FUR-FU-10001934,41.96,2,0.0,10.909600000000001
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,CL-12565,OFF-AR-10000380,75.96,2,0.0,22.78799999999999
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,CL-12565,OFF-BI-10003981,27.240000000000002,6,0.0,13.3476
CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,OFF-FA-10000621,40.096000000000004,14,0.2,14.534799999999997
CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,OFF-EN-10002600,4.720000000000001,2,0.2,1.6519999999999997
CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,OFF-PA-10004965,23.976000000000003,3,0.2,7.492499999999999
CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,OFF-EN-10002504,130.464,6,0.2,44.0316
CA-2015-110457,2015-03-02,2015-03-06,Standard Class,DK-13090,FUR-TA-10001768,787.53,3,0.0,165.38129999999995
US-2015-136476,2015-04-05,2015-04-10,Standard Class,GG-14650,OFF-BI-10003650,157.79400000000004,1,0.7,-115.7156
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,FUR-FU-10002157,47.04,3,0.0,18.345599999999997
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,OFF-BI-10003910,30.84,4,0.0,13.878
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,OFF-ST-10000777,226.56,6,0.0,63.436800000000005
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,OFF-EN-10002500,115.02,9,0.0,51.75899999999999
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,TEC-PH-10003875,68.04,7,0.0,19.731599999999997
US-2014-152030,2014-12-26,2014-12-28,Second Class,AD-10180,FUR-CH-10004063,600.558,3,0.3,-8.579400000000078
US-2014-134614,2014-09-20,2014-09-25,Standard Class,PF-19165,FUR-TA-10004534,617.7,6,0.5,-407.68200000000013
US-2017-107272,2017-11-05,2017-11-12,Standard Class,TS-21610,OFF-BI-10003274,2.3880000000000003,2,0.7,-1.8308
US-2017-107272,2017-11-05,2017-11-12,Standard Class,TS-21610,OFF-ST-10002974,243.99200000000002,7,0.2,30.49899999999998
US-2016-125969,2016-11-06,2016-11-10,Second Class,LS-16975,FUR-CH-10001146,81.424,2,0.2,-9.160199999999996
US-2016-125969,2016-11-06,2016-11-10,Second Class,LS-16975,FUR-FU-10003773,238.56,3,0.0,26.241599999999977
US-2017-164147,2017-02-02,2017-02-05,First Class,DW-13585,TEC-PH-10002293,59.96999999999999,5,0.4,-11.993999999999993
US-2017-164147,2017-02-02,2017-02-05,First Class,DW-13585,OFF-PA-10002377,78.304,2,0.2,29.363999999999997
US-2017-164147,2017-02-02,2017-02-05,First Class,DW-13585,OFF-FA-10002780,21.456,9,0.2,6.973199999999998
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-PA-10001804,20.04,3,0.0,9.6192
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-PA-10001736,35.44,1,0.0,16.656799999999997
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-AR-10001149,11.52,4,0.0,3.4559999999999995
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-FA-10002988,4.02,2,0.0,1.9697999999999998
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-BI-10004781,76.176,3,0.2,26.661599999999996
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-SU-10001218,65.88,6,0.0,18.446400000000004
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,FUR-FU-10001706,43.120000000000005,14,0.0,20.697599999999998
CA-2016-110366,2016-09-05,2016-09-07,Second Class,JD-15895,FUR-FU-10004848,82.80000000000001,2,0.2,10.349999999999994
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,SH-19975,OFF-AR-10000940,8.82,3,0.0,2.3814
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,SH-19975,OFF-EN-10004030,10.86,3,0.0,5.1042000000000005
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,SH-19975,OFF-PA-10004327,143.7,3,0.0,68.976
CA-2017-155376,2017-12-22,2017-12-27,Standard Class,SG-20080,OFF-AP-10001058,839.4300000000001,3,0.0,218.25179999999997
CA-2015-110744,2015-09-07,2015-09-12,Standard Class,HA-14920,OFF-ST-10003656,671.93,7,0.0,20.157899999999998
CA-2014-110072,2014-10-22,2014-10-28,Standard Class,MG-17680,FUR-FU-10000521,93.888,4,0.2,12.90959999999999
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,TEC-PH-10000215,384.45000000000005,11,0.0,103.80150000000003
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,TEC-PH-10001448,149.97,3,0.0,5.9987999999999815
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,FUR-CH-10000454,1951.84,8,0.0,585.5519999999999
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,OFF-BI-10002735,171.55,5,0.0,80.6285
CA-2016-158834,2016-03-13,2016-03-16,First Class,TW-21025,OFF-AP-10000326,157.92,5,0.2,17.76599999999999
CA-2016-158834,2016-03-13,2016-03-16,First Class,TW-21025,TEC-PH-10001254,203.184,2,0.2,15.23879999999999
CA-2015-124919,2015-05-31,2015-06-02,First Class,SP-20650,OFF-PA-10001950,58.379999999999995,7,0.0,26.270999999999994
CA-2015-124919,2015-05-31,2015-06-02,First Class,SP-20650,OFF-PA-10002254,105.52,4,0.0,48.539199999999994
CA-2015-124919,2015-05-31,2015-06-02,First Class,SP-20650,OFF-ST-10001590,80.88,6,0.0,21.028799999999997
CA-2015-118948,2015-05-28,2015-06-03,Standard Class,NK-18490,OFF-AR-10001547,6.63,3,0.0,1.7901
CA-2014-104269,2014-03-01,2014-03-06,Second Class,DB-13060,FUR-CH-10004063,457.56800000000004,2,0.2,51.47639999999994
CA-2016-114104,2016-11-20,2016-11-24,Standard Class,NP-18670,OFF-LA-10002475,14.62,2,0.0,6.8713999999999995
CA-2016-114104,2016-11-20,2016-11-24,Standard Class,NP-18670,TEC-PH-10004536,944.9300000000001,7,0.0,236.23250000000002
CA-2016-162733,2016-05-11,2016-05-12,First Class,TT-21070,OFF-PA-10002751,5.98,1,0.0,2.691
CA-2015-119697,2015-12-28,2015-12-31,Second Class,EM-13960,TEC-AC-10003657,54.38400000000001,2,0.2,1.359599999999995
CA-2016-154508,2016-11-16,2016-11-20,Standard Class,RD-19900,OFF-EN-10001990,28.4,5,0.0,13.347999999999997
CA-2016-113817,2016-11-07,2016-11-11,Standard Class,MJ-17740,OFF-BI-10004002,27.680000000000003,2,0.2,9.687999999999999
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,OFF-AR-10004441,9.936,3,0.2,2.7324
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,TEC-MA-10000822,8159.951999999999,8,0.4,-1359.992000000002
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,OFF-ST-10000991,275.928,3,0.2,-58.634699999999995
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,FUR-CH-10004287,1740.0599999999997,9,0.3,-24.858000000000175
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,OFF-AR-10002656,32.064,6,0.2,6.813599999999997
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,OFF-AP-10002518,177.97999999999996,5,0.8,-453.84900000000005
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,BM-11140,TEC-PH-10003931,143.976,3,0.2,8.998500000000007
CA-2014-118962,2014-08-05,2014-08-09,Standard Class,CS-12130,OFF-PA-10000659,20.94,3,0.0,9.841800000000001
CA-2014-118962,2014-08-05,2014-08-09,Standard Class,CS-12130,OFF-PA-10001144,110.96,2,0.0,53.260799999999996
CA-2014-118962,2014-08-05,2014-08-09,Standard Class,CS-12130,FUR-CH-10003817,340.14400000000006,7,0.2,21.259
US-2014-100853,2014-09-14,2014-09-19,Standard Class,JB-15400,OFF-AP-10000891,52.44799999999999,2,0.8,-131.12000000000003
US-2014-100853,2014-09-14,2014-09-19,Standard Class,JB-15400,OFF-LA-10003148,20.16,4,0.2,6.551999999999999
US-2017-152366,2017-04-21,2017-04-25,Second Class,SJ-20500,OFF-AP-10002684,97.26399999999998,4,0.8,-243.16000000000008
US-2015-101511,2015-11-21,2015-11-23,Second Class,JE-15745,FUR-CH-10004698,396.802,7,0.3,-11.337199999999939
US-2015-101511,2015-11-21,2015-11-23,Second Class,JE-15745,OFF-SU-10002189,15.88,5,0.2,-3.771500000000001
CA-2015-137225,2015-12-15,2015-12-19,Standard Class,JK-15640,OFF-AR-10001940,3.28,1,0.0,1.4104
CA-2014-166191,2014-12-05,2014-12-09,Second Class,DK-13150,OFF-ST-10003455,24.816000000000003,2,0.2,1.8612000000000002
CA-2014-166191,2014-12-05,2014-12-09,Second Class,DK-13150,TEC-AC-10004659,408.74399999999997,7,0.2,76.63949999999998
CA-2014-158274,2014-11-19,2014-11-24,Second Class,RM-19675,TEC-PH-10003273,503.96,4,0.0,131.02960000000002
CA-2014-158274,2014-11-19,2014-11-24,Second Class,RM-19675,TEC-PH-10004896,149.95,5,0.0,41.986000000000004
CA-2014-158274,2014-11-19,2014-11-24,Second Class,RM-19675,TEC-AC-10002345,29.0,2,0.0,7.25
CA-2016-105018,2016-11-28,2016-12-02,Standard Class,SK-19990,OFF-BI-10001890,7.16,2,0.0,3.4368
CA-2014-123260,2014-08-26,2014-08-30,Standard Class,FM-14290,TEC-AC-10002323,176.8,8,0.0,22.98400000000001
CA-2016-157000,2016-07-16,2016-07-22,Standard Class,AM-10360,OFF-ST-10001328,37.224000000000004,3,0.2,3.7224000000000004
CA-2016-157000,2016-07-16,2016-07-22,Standard Class,AM-10360,OFF-PA-10001950,20.016000000000002,3,0.2,6.254999999999996
CA-2015-102281,2015-10-12,2015-10-14,First Class,MP-17470,FUR-BO-10002613,899.1360000000001,4,0.2,112.39199999999991
CA-2015-102281,2015-10-12,2015-10-14,First Class,MP-17470,TEC-PH-10001552,71.76,6,0.0,20.092800000000004
CA-2015-102281,2015-10-12,2015-10-14,First Class,MP-17470,OFF-PA-10000061,51.84,8,0.0,24.883200000000002
CA-2015-102281,2015-10-12,2015-10-14,First Class,MP-17470,FUR-BO-10002545,626.3520000000001,3,0.2,46.97640000000001
CA-2015-102281,2015-10-12,2015-10-14,First Class,MP-17470,OFF-AR-10003514,19.9,5,0.0,6.566999999999998
CA-2015-131457,2015-10-31,2015-11-06,Standard Class,MZ-17515,OFF-EN-10001509,14.280000000000001,7,0.0,6.711599999999999
CA-2014-140004,2014-03-21,2014-03-25,Standard Class,CB-12025,OFF-AR-10004685,7.408,2,0.2,1.2037999999999995
CA-2014-140004,2014-03-21,2014-03-25,Standard Class,CB-12025,OFF-AR-10004027,6.048,3,0.2,1.5876000000000006
CA-2017-107720,2017-11-06,2017-11-13,Standard Class,VM-21685,OFF-ST-10001414,46.26,3,0.0,12.0276
US-2017-124303,2017-07-06,2017-07-13,Standard Class,FH-14365,OFF-BI-10000343,2.9460000000000006,2,0.7,-2.2585999999999995
US-2017-124303,2017-07-06,2017-07-13,Standard Class,FH-14365,OFF-PA-10002749,16.056,3,0.2,5.8203000000000005
CA-2017-105074,2017-06-24,2017-06-29,Standard Class,MB-17305,OFF-PA-10002666,21.744000000000003,3,0.2,6.794999999999999
CA-2014-133690,2014-08-03,2014-08-05,First Class,BS-11755,FUR-TA-10004289,218.75,2,0.5,-161.875
CA-2014-133690,2014-08-03,2014-08-05,First Class,BS-11755,OFF-AP-10003622,2.6,1,0.2,0.29249999999999987
US-2017-116701,2017-12-17,2017-12-21,Second Class,LC-17140,OFF-AP-10003217,66.28399999999999,2,0.8,-178.9668
CA-2017-126382,2017-06-03,2017-06-07,Standard Class,HK-14890,FUR-FU-10002960,35.168000000000006,7,0.2,9.671200000000002
CA-2017-108329,2017-12-09,2017-12-14,Standard Class,LE-16810,TEC-PH-10001918,444.76800000000003,4,0.2,44.476800000000026
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,JH-15985,OFF-ST-10000642,83.92,4,0.0,5.874399999999994
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,JH-15985,TEC-PH-10001700,131.98,2,0.0,35.634600000000006
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,JH-15985,OFF-BI-10003274,15.92,4,0.0,7.4824
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,JH-15985,OFF-FA-10000134,52.29,9,0.0,16.209899999999998
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,JH-15985,OFF-ST-10001522,91.99,1,0.0,3.6795999999999935
CA-2015-101007,2015-02-09,2015-02-13,Second Class,MS-17980,TEC-AC-10001266,20.8,2,0.2,6.499999999999999
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,OFF-LA-10004544,23.680000000000003,2,0.2,8.879999999999999
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,FUR-BO-10004695,452.45,5,0.5,-244.32300000000006
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,TEC-PH-10002844,62.982,3,0.4,-14.695800000000006
